Data/InitialText,Data/Label,Data/Mood
Students are finishing the feast in their houses,2,Love
Professor McGonagall turned to Harry and Ron,2,Love
Well I still say you were lucky but not many first years could have taken on a full-grown mountain troll,2,Love
You each win Gryffindor five points,2,Love
Professor Dumbledore will be informed of this,2,Love
You may go,0,Neutral
They hurried out of the chamber and did not speak at all until they had climbed two floors up,4,Sad
It was a relief to be away from the smell of the troll quite apart from anything else,1,Happy
We should have gotten more than ten points Ron grumbled,4,Sad
Five you mean once shes taken off Hermiones,4,Sad
Good of her to get us out of trouble like that Ron admitted,1,Happy
Mind you we did save her,1,Happy
She might not have needed saving if we had not locked the thing in with her Harry reminded him,4,Sad
They had reached the portrait of the Fat Lady,0,Neutral
Pig snout they said and entered,0,Neutral
The common room was packed and noisy,1,Happy
Everyone was eating the food that had been sent up,3,Excite
Hermione however stood alone by the door waiting for them,2,Love
There was a very embarrassed pause,4,Sad
Then none of them looking at each other they all said Thanks and hurried off to get plates,1,Happy
But from that moment on Hermione Granger became their friend,2,Love
There are some things you can not share without ending up liking each other and knocking out a twelve-foot mountain troll is one of them,2,Love
CHAPTER ELEVEN,0,Neutral
QUIDDITCH,0,Neutral
As they entered November the weather turned very cold,3,Excite
The mountains around the school became icy gray and the lake like chilled steel,0,Neutral
Every morning the ground was covered in frost,0,Neutral
Hagrid could be seen from the upstairs windows defrosting broomsticks on the Quidditch field,2,Love
On Saturday Harry would be playing in his first match after weeks of training Gryffindor versus Slytherin,3,Excite
If Gryffindor won they would move up into second place in the house championship,1,Happy
Hardly anyone had seen Harry play because Wood had decided that as their secret weapon Harry should be kept well secret,2,Love
But the news that he was playing Seeker had leaked out somehow,4,Sad
and Harry did not know which was worse people telling him he had be brilliant,2,Love
or people telling him they would be running around underneath him holding a mattress,4,Sad
It was really lucky that Harry now had Hermlone as a friend,2,Love
He did not know how he had have gotten through all his homework without her,4,Sad
with all the last-minute Quidditch practice Wood was making them do,3,Excite
She had also lent him Quidditch Through the Ages which turned out to be a very interesting read,3,Excite
Harry learned that there were seven hundred ways of committing a Quidditch foul and that all of them had happened during a World Cup match in 1473,3,Excite
that Seekers were usually the smallest and fastest players and that most serious Quidditch accidents seemed to happen to them,4,Sad
that although people rarely died playing Quidditch referees had been known to vanish and turn up months later in the Sahara Desert,6,Fear
Hermione had become a bit more relaxed about breaking rules since Harry and Ron had saved her from the mountain troll and she was much nicer for it,2,Love
The day before Harrys first Quidditch match the three of them were out in the freezing courtyard,6,Fear
during break and she had conjured them up a bright blue fire that could be carried around in a jam jar,2,Love
They were standing with their backs to it getting warm when Snape crossed the yard,6,Fear
Harry noticed at once that Snape was limping,4,Sad
Harry Ron and Hermione moved closer together to block the fire from view; they were sure it would not be allowed,6,Fear
Unfortunately something about their guilty faces caught Snapes eye,6,Fear
He had not seen the fire but he seemed to be looking for a reason to tell them off anyway,5,Anger
It was Quidditch Through the Ages,0,Neutral
Harry showed him,0,Neutral
Library books are not to be taken outside the school said Snape,4,Sad
Give it to me,0,Neutral
He is just made that rule up Harry muttered angrily as Snape limped away,5,Anger
Do not know but I hope its really hurting him said Ron bitterly,5,Anger
The Gryffindor common room was very noisy that evening,1,Happy
Harry Ron and Hermione sat together next to a window,1,Happy
Hermione was checking Harry and Rons Charms homework for them,1,Happy
She would never let them copy How will you learn?,4,Sad
but by asking her to read it through they got the right answers anyway,1,Happy
He wanted Quidditch Through the Ages back to take his mind off his nerves about tomorrow,6,Fear
Why should he be afraid of Snape? Getting up he told Ron and Hermione he was going to ask Snape if he could have it,5,Anger
Better you than me they said together but Harry had an idea that Snape would not refuse if there were other teachers listening,3,Excite
He made his way down to the staffroom and knocked,3,Excite
Nothing,0,Neutral
Perhaps Snape had left the book in there? It was worth a try,3,Excite
He pushed the door ajar and peered inside and a horrible scene met his eyes,6,Fear
Snape and Filch were inside alone,0,Neutral
Snape was holding his robes above his knees,0,Neutral
One of his legs was bloody and mangled,4,Sad
Filch was handing Snape bandages,2,Love
Blasted thing Snape was saying,5,Anger
How are you supposed to keep your eyes on all three heads at once?,5,Anger
Harry tried to shut the door quietly but POTTER,6,Fear
Snapes face was twisted with fury as he dropped his robes quickly to hide his leg,5,Anger
Harry gulped,6,Fear
I just wondered if I could have my book back,6,Fear
GET OUT OUT,5,Anger
Harry left before Snape could take any more points from Gryffindor,6,Fear
In a low whisper Harry told them what he had seen,6,Fear
You know what this means? he finished breathlessly,3,Excite
He tried to get past that three-headed dog at Halloween,3,Excite
That is where he was going when we saw him he is after whatever its guarding,3,Excite
And I bet my broomstick he let that troll in to make a diversion,5,Anger
Hermiones eyes were wide,6,Fear
I know he is not very nice but he would not try and steal something Dumbledore was keeping safe,4,Sad
Honestly Hermione you think all teachers are saints or something,2,Love
snapped Ron,5,Anger
I am with Harry,2,Love
I would not put anything past Snape,5,Anger
But whats he after? Whats that dog guarding?,3,Excite
Harry went to bed with his head buzzing with the same question,3,Excite
Neville was snoring loudly but Harry could not sleep,4,Sad
had his first Quidditch match in a few hours but the expression on Snapes face when Harry had seen his leg was not easy to forget,4,Sad
The next morning dawned very bright and cold,1,Happy
The Great Hall was full of the delicious smell of fried sausages and the cheerful chatter of everyone looking forward to a good Quidditch match,1,Happy
You have got to eat some breakfast,2,Love
Just a bit of toast wheedled Hermione,2,Love
Harry felt terrible,4,Sad
In an hours time he had be walking onto the field,3,Excite
Harry you need your strength said Seamus Finnigan,2,Love
Seekers are always the ones who get clobbered by the other team,4,Sad
Thanks Seamus said Harry watching Seamus pile ketchup on his sausages,2,Love
By eleven oclock the whole school seemed to be out in the stands around the Quidditch pitch,3,Excite
Many students had binoculars,0,Neutral
The seats might be raised high in the air but it was still difficult to see what was going on sometimes,4,Sad
Ron and Hermione joined Neville Seamus and Dean the West Ham fan up in the top row,0,Neutral
As a surprise for Harry they had painted a large banner on one of the sheets Scabbers had ruined,2,Love
It said Potter for President and Dean who was good at drawing had done a large Gryffindor lion underneath,2,Love
Then Hermione had performed a tricky little charm so that the paint flashed different colors,3,Excite
Meanwhile in the locker room Harry and the rest of the team were changing into their scarlet Quidditch robes Slytherin would be playing in green,0,Neutral
Wood cleared his throat for silence,1,Happy
Okay men he said,0,Neutral
And women said Chaser Angelina Johnson,0,Neutral
And women Wood agreed,0,Neutral
This is it,2,Love
The big one said Fred Weasley,1,Happy
The one we have all been waiting for said George,1,Happy
We know Olivers speech by heart Fred told Harry we were on the team last year,2,Love
Shut up you two said Wood,5,Anger
This is the best team Gryffindors had in years,2,Love
He glared at them all as if to say Or else,5,Anger
Right,0,Neutral
Its time,0,Neutral
Good luck all of you,2,Love
Harry followed Fred and George out of the locker room and hoping his knees were not going to give way walked onto the field to loud cheers,2,Love
Madam Hooch was refereeing,0,Neutral
She stood in the middle of the field waiting for the two teams her broom in her hand,3,Excite
Now I want a nice fair game all of you she said once they were all gathered around her,1,Happy
Harry noticed that she seemed to be speaking particularly to the Slytherin Captain Marcus Flint a sixth year,2,Love
Harry thought Flint looked as if he had some troll blood in him,6,Fear
Out of the corner of his eye he saw the fluttering banner high above flashing Potter for President over the crowd,2,Love
His heart skipped,6,Fear
He felt braver,1,Happy
Mount your brooms please,0,Neutral
Harry clambered onto his Nimbus Two Thousand,3,Excite
Madam Hooch gave a loud blast on her silver whistle,3,Excite
They were off,0,Neutral
And the Quaffle is taken immediately by Angelina Johnson of Gryffindor,1,Happy
what an excellent Chaser that girl is and rather attractive too,2,Love
And shes really belting along up there a neat pass to Alicia Spinnet,1,Happy
a good find of Oliver Woods last year only a reserve back to Johnson and no the Slytherins have taken the Quaffle,3,Excite
Slytherin Captain Marcus Flint gains the Quaffle and off he goes Flint flying like an eagle up there he is going to score,3,Excite
no stopped by an excellent move by Gryffindor Keeper Wood and the Gryffindors take the Quaffle,4,Sad
That is Chaser Katie Bell of Gryffindor there nice dive around Flint off up the field and OUCH,2,Love
that must have hurt hit in the back of the head by a Bludger Quaffle taken by the Slytherins,4,Sad
That is Adrian Pucey speeding off toward the goal posts,3,Excite
but he is blocked by a second Bludger sent his way by Fred or George Weasley can not tell which,4,Sad
nice play by the Gryffindor Beater anyway and Johnson back in possession of the Quaffle,2,Love
a clear field ahead and off she goes shes really flying dodges a speeding Bludger,3,Excite
the goal posts are ahead come on now Angelina Keeper Bletchley dives misses GRYFFINDORS SCORE,1,Happy
Gryffindor cheers filled the cold air with howls and moans from the Slytherins,2,Love
Budge up there move along,0,Neutral
Hagrid,0,Neutral
Ron and Hermione squeezed together to give Hagrid enough space to join them,2,Love
Been watching from me hut said Hagrid patting a large pair of binoculars around his neck,2,Love
Kept out of trouble though That is something said Hagrid raising his binoculars and peering skyward at the speck that was Harry,1,Happy
Way up above them Harry was gliding over the game squinting about for some sign of the Snitch,3,Excite
This was part of his and Woods game plan,1,Happy
Keep out of the way until you catch sight of the Snitch Wood had said,3,Excite
We do not want you attacked before you have to be,2,Love
When Angelina had scored Harry had done a couple of loop-the-loops to let off his feelings,1,Happy
Now he was back to staring around for the Snitch,3,Excite
Once he caught sight of a flash of gold but it was just a reflection from one of the Weasleys wristwatches,4,Sad
and once a Bludger decided to come pelting his way more like a cannonball than anything,6,Fear
but Harry dodged it and Fred Weasley came chasing after it,3,Excite
All right there Harry? he had time to yell as he beat the Bludger furiously toward Marcus Flint,5,Anger
Slytherin in possession Lee Jordan was saying Chaser Pucey ducks two Bludgers two Weasleys and Chaser Bell and speeds toward the wait a moment was that the Snitch?,3,Excite
A murmur ran through the crowd as Adrian Pucey dropped the Quaffle too busy looking over his shoulder at the flash of gold that had passed his left ear,1,Happy
Harry saw it,0,Neutral
In a great rush of excitement he dived downward after the streak of gold,3,Excite
Neck and neck they hurtled toward the Snitch -all the Chasers seemed to have forgotten what they were supposed to be doing as they hung in midair to watch,3,Excite
Harry was faster than Higgs he could see the little round ball wings fluttering darting up ahead,1,Happy
he put on an extra spurt of speed WHAM A roar of rage echoed from the Gryffindors below,5,Anger
Marcus Flint had blocked Harry on purpose and Harrys broom spun off course Harry holding on for dear life,4,Sad
Foul screamed the Gryffindors,5,Anger
Madam Hooch spoke angrily to Flint and then ordered a free shot at the goal posts for Gryffindor,5,Anger
But in all the confusion of course the Golden Snitch had disappeared from sight again,4,Sad
Down in the stands Dean Thomas was yelling Send him off ref Red card,5,Anger
What are you talking about Dean? said Ron,3,Excite
Red card said Dean furiously,5,Anger
In soccer you get shown the red card and you are out of the game,4,Sad
But this is not soccer Dean Ron reminded him,1,Happy
Hagrid however was on Deans side,2,Love
They oughta change the rules,5,Anger
So after that obvious and disgusting bit of cheating Jordan growled Professor McGonagall,5,Anger
I mean after that open and revolting foul Jordan I am warning you,5,Anger
All right all right,0,Neutral
Flint nearly kills the Gryffindor Seeker which could happen to anyone,6,Fear
I am sure so a penalty to Gryffindor taken by Spinner who puts it away no trouble and we continue play Gryffindor still in possession,1,Happy
It was as Harry dodged another Bludger which went spinning dangerously past his head that it happened,6,Fear
His broom gave a sudden frightening lurch,6,Fear
For a split second he thought he was going to fall,6,Fear
He gripped the broom tightly with both his hands and knees,6,Fear
It happened again,3,Excite
It was as though the broom was trying to buck him off,5,Anger
But Nimbus Two Thousands did not suddenly decide to buck their riders off,4,Sad
he had half a mind to ask Wood to call time-out and then he realized that his broom was completely out of his control,6,Fear
It was zigzagging through the air and every now and then making violent swishing movements that almost unseated him,4,Sad
Slytherin in possession Flint with the Quaffle passes Spinnet passes,0,Neutral
Bell hit hard in the face by a Bludger hope it broke his nose only joking Professor Slytherins score A no,5,Anger
The Slytherins were cheering,1,Happy
No one seemed to have noticed that Harrys broom was behaving strangely,4,Sad
It was carrying- him slowly higher away from the game jerking and twitching as it went,3,Excite
dont know what Harry thinks he is doing Hagrid mumbled,4,Sad
If I did not know better I would say he had lost control of his broom but he can not have,2,Love
Suddenly people were pointing up at Harry all over the stands,3,Excite
His broom had started to roll over and over with him only just managing to hold on,3,Excite
Then the whole crowd gasped,6,Fear
Harrys broom had given a wild jerk and Harry swung off it,6,Fear
He was now dangling from it holding on with only one hand,6,Fear
Did something happen to it when Flint blocked him? Seamus whispered,3,Excite
Can not have Hagrid said his voice shaking,6,Fear
Can nothing interfere with a broomstick except powerful Dark magic no kid could do that to a Nimbus Two Thousand,5,Anger
At these words Hermione seized Hagrids binoculars but instead of looking up at Harry she started looking frantically at the crowd,3,Excite
What are you doing? moaned Ron gray-faced,6,Fear
I knew it Hermione gasped Snape look,6,Fear
Snape was in the middle of the stands opposite them,0,Neutral
He had his eyes fixed on Harry and was muttering nonstop under his breath,1,Happy
He is doing something jinxing the broom said Hermione,1,Happy
What should we do?,0,Neutral
Leave it to me,0,Neutral
You can keep it said Harry laughing at how pleased Ron was,2,Love
Hagrid and my aunt and uncle so who sent these?,3,Excite
Before Ron could say another word Hermione had disappeared,4,Sad
His broom was vibrating so hard it was almost impossible for him to hang on much longer,6,Fear
The whole crowd was on its feet watching terrified as the Weasleys flew up to try and pull Harry safely onto one of their brooms,6,Fear
but it was no good every time they got near him the broom would jump higher still,4,Sad
They dropped lower and circled beneath him obviously hoping to catch him if he fell,6,Fear
Marcus Flint seized the Quaffle and scored five times without anyone noticing,1,Happy
Come on Hermione Ron muttered desperately,4,Sad
Hermione had fought her way across to the stand where Snape stood and was now racing along the row behind him.,3,Excite
she did not even stop to say sorry as she knocked Professor Quirrell headfirst into the row in front,4,Sad
Reaching Snape she crouched down pulled out her wand and whispered a few well- chosen words,1,Happy
Bright blue flames shot from her wand onto the hem of Snapes robes,5,Anger
It took perhaps thirty seconds for Snape to realize that he was on fire,4,Sad
A sudden yelp told her she had done her job,1,Happy
Scooping the fire off him into a little jar in her pocket she scrambled back along the row Snape would never know what had happened,1,Happy
Up in the air Harry was suddenly able to clamber back on to his broom,1,Happy
Neville had been sobbing into Hagrids jacket for the last five minutes,4,Sad
Harry was speeding toward the ground when the crowd saw him clap his hand to his mouth as though he was about to be sick,6,Fear
he hit the field on all fours coughed and something gold fell into his hand,3,Excite
I have got the Snitch he shouted waving it above his head and the game ended in complete confusion,1,Happy
He did not catch it he nearly swallowed it Flint was still howling twenty minutes later but it made no difference,5,Anger
Harry had not broken any rules and Lee Jordan was still happily shouting the results,1,Happy
Gryffindor had won by one hundred and seventy points to sixty,1,Happy
He was being made a cup of strong tea back in Hagrids hut with Ron and Hermione,2,Love
It was Snape Ron was explaining Hermione and I saw him,5,Anger
He was cursing your broomstick muttering he would not take his eyes off you,5,Anger
Rubbish said Hagrid who had not heard a word of what had gone on next to him in the stands,4,Sad
Why would Snape do something like that?,6,Fear
Harry Ron and Hermione looked at one another wondering what to tell him,6,Fear
Harry decided on the truth,2,Love
I found out something about him he told Hagrid,1,Happy
He tried to get past that three-headed dog on Halloween,6,Fear
We think he was trying to steal whatever its guarding,4,Sad
Hagrid dropped the teapot,6,Fear
How do you know about Fluffy? he said,3,Excite
Fluffy?,0,Neutral
Yeah he is mine bought him off a Greek chappie I met in the pub last year,2,Love
Now do not ask me anymore said Hagrid gruffly,5,Anger
Rubbish said Hagrid again,5,Anger
Snapes a Hogwarts teacher he had do nothing of the sort,2,Love
So why did he just try and kill Harry? cried Hermione,5,Anger
The afternoons events certainly seemed to have changed her mind about Snape,4,Sad
I have read all about them you have got to keep eye contact and Snape was not blinking at all I saw him,1,Happy
I am telling you you are wrong said Hagrid hotly,5,Anger
I do not know why Harrys broom acted like that but Snape wouldn try and kill a student,4,Sad
Now listen to me all three of you you are meddling in things that do not concern you,5,Anger
You forget that dog and you forget what its guarding,5,Anger
That is between Professor Dumbledore and Nicolas Flamel,2,Love
Aha said Harry so there is someone called Nicolas Flamel involved is there?,3,Excite
Hagrid looked furious with himself,5,Anger
CHAPTER TWELVE,0,Neutral
THE MIRROR OF ERISED,0,Neutral
Christmas was coming,2,Love
One morning in mid-December Hogwarts woke to find itself covered in several feet of snow,1,Happy
The lake froze solid and the Weasley twins were punished for bewitching several snowballs so that they followed Quirrell around bouncing off the back of his turban,4,Sad
The few owls that managed to battle their way through the stormy sky to deliver mail had to be nursed back to health by Hagrid before they could fly off again,2,Love
While the Gryffindor common room and the Great Hall had roaring fires the drafty corridors had become icy and a bitter wind rattled the windows in the classrooms,4,Sad
Worst of all were Professor Snapes classes down in the dungeons where their breath rose in a mist before them and they kept as close as possible to their hot cauldrons,1,Happy
I do feel so sorry said Draco Malfoy one Potions class for all those people who have to stay at Hogwarts for Christmas because they are not wanted at home,4,Sad
Crabbe and Goyle chuckled,1,Happy
Harry who was measuring out powdered spine of lionfish ignored them,5,Anger
Malfoy had been even more unpleasant than usual since the Quidditch match,4,Sad
Disgusted that the Slytherins had lost he had tried to get everyone laughing at how a wide-mouthed tree frog would be replacing Harry as Seeker next,4,Sad
Then he had realized that nobody found this funny because they were all so impressed at the way Harry had managed to stay on his bucking broomstick,1,Happy
So Malfoy jealous and angry had gone back to taunting Harry about having no proper family,5,Anger
It was true that Harry was not going back to Privet Drive for Christmas,4,Sad
Professor McGonagall had come around the week before making a list of students who would be staying for the holidays and Harry had signed up at once,1,Happy
He did not feel sorry for himself at all.,2,Love
this would probably be the best Christmas he had ever had,2,Love
Ron and his brothers were staying too because Mr and Mrs Weasley were going to Romania to visit Charlie,2,Love
When they left the dungeons at the end of Potions they found a large fir tree blocking the corridor ahead,6,Fear
Two enormous feet sticking out at the bottom and a loud puffing sound told them that Hagrid was behind it,6,Fear
Hi Hagrid want any help? Ron asked sticking his head through the branches,2,Love
Nah I am all right thanks Ron,2,Love
Would you mind moving out of the way? came Malfoys cold drawl from behind them,3,Excite
Are you trying to earn some extra money Weasley?,3,Excite
Hoping to be gamekeeper yourself when you leave Hogwarts,1,Happy
Ron dived at Malfoy just as Snape came up the stairs,5,Anger
I suppose that hut of Hagrids must seem like a palace compared to what your familys used to,1,Happy
WEASLEY,0,Neutral
Ron let go of the front of Malfoys robes,6,Fear
He was provoked Professor Snape said Hagrid sticking his huge hairy face out from behind the tree,4,Sad
Malfoy was insulting his family,5,Anger
Be that as it may fighting is against Hogwarts rules Hagrid said Snape silkily,4,Sad
Five points from Gryffindor Weasley and be grateful it is not more,1,Happy
Move along all of you,0,Neutral
Malfoy Crabbe and Goyle pushed roughly past the tree scattering needles everywhere and smirking,1,Happy
I will get him said Ron grinding his teeth at Malfoys back one of these days I will get him,5,Anger
I hate them both said Harry Malfoy and Snape,5,Anger
Come on cheer up its nearly Christmas said Hagrid,2,Love
Tell you what come with me and see the Great Hall looks a treat,3,Excite
So the three of them followed Hagrid and his tree off to the Great Hall where Professor McGonagall and Professor Flitwick were busy with the Christmas decorations,2,Love
Ah Hagrid the last tree put it in the far corner would you?,1,Happy
Festoons of holly and mistletoe hung all around the walls,1,Happy
and no less than twelve towering Christmas trees stood around the room some sparkling with tiny icicles,1,Happy
How many days you got left until your holidays? Hagrid asked,3,Excite
Just one said Hermione,0,Neutral
And that reminds me Harry Ron we have got half an hour before lunch we should be in the library,3,Excite
Oh yeah you are right said Ron tearing his eyes away from Professor Flitwick who had golden bubbles blossoming out of his wand and was trailing them over the branches of the new tree,1,Happy
The library? said Hagrid following them out of the hall,3,Excite
Just before the holidays? Bit keen are not you?,3,Excite
Oh were not working Harry told him brightly,1,Happy
Ever since you mentioned Nicolas Flamel we have been trying to find out who he is,3,Excite
You what? Hagrid looked shocked,6,Fear
Listen here I have told you drop it,5,Anger
Its nothing to you what that dogs guarding,4,Sad
We just want to know who Nicolas Flamel is That is all said Hermione,3,Excite
Unless youd like to tell us and save us the trouble? Harry added,2,Love
We must have been through hundreds of books already and we can not find him anywhere just give us a hint,4,Sad
I know I have read his name somewhere,3,Excite
Just have to find out for ourselves then said Ron and they left Hagrid looking disgruntled and hurried off to the library,3,Excite
They had indeed been searching books for Flamels name ever since Hagrid had let it slip because how else were they going to find out what Snape was trying to steal?,3,Excite
The trouble was it was very hard to know where to begin not knowing what Flamel might have done to get himself into a book,4,Sad
He was not in Great Wizards of the Twentieth Century or Notable Magical Names of Our Time.,4,Sad
he was missing too from Important Modern Magical Discoveries and A Study of Recent Developments in Wizardry,4,Sad
And then of course there was the sheer size of the library.,3,Excite
tens of thousands of books.,0,Neutral
thousands of shelves.,0,Neutral
hundreds of narrow rows,0,Neutral
Hermione took out a list of subjects and titles she had decided to search while Ron strode off down a row of books and started pulling them off the shelves at random,3,Excite
Harry wandered over to the Restricted Section,6,Fear
He had been wondering for a while if Flamel was not somewhere in there,4,Sad
Unfortunately you needed a specially signed note from one of the teachers to look in any of the restricted books and he knew he had never get one,4,Sad
These were the books containing powerful Dark Magic never taught at Hogwarts and only read by older students studying advanced Defense Against the Dark Arts,6,Fear
What are you looking for boy?,5,Anger
Nothing said Harry,0,Neutral
Madam Pince the librarian brandished a feather duster at him,6,Fear
You would better get out then,5,Anger
Go on out,5,Anger
Wishing he had been a bit quicker at thinking up some story Harry left the library,4,Sad
He Ron and Hermione had already agreed they had better not ask Madam Pince where they could find Flamel,3,Excite
They were sure shed be able to tell them but they could not risk Snape hearing what they were up to,6,Fear
Harry waited outside in the corridor to see if the other two had found anything but he was not very hopeful,4,Sad
They had been looking for two weeks after A but as they only had odd moments between lessons it was not surprising they had found nothing,4,Sad
What they really needed was a nice long search without Madam Pince breathing down their necks,3,Excite
Five minutes later Ron and Hermione joined him shaking their heads,4,Sad
You will keep looking while I am away will not you? said Hermione,3,Excite
And send me an owl if you find anything,3,Excite
And you could ask your parents if they know who Flamel is said Ron,3,Excite
It would be safe to ask them,2,Love
Very safe as they are both dentists said Hermione,2,Love
Once the holidays had started Ron and Harry were having too good a time to think much about Flamel,1,Happy
They had the dormitory to themselves and the common room was far emptier than usual so they were able to get the good armchairs by the fire,1,Happy
They sat by the hour eating anything they could spear on a toasting fork bread English muffins marshmallows and plotting ways of getting Malfoy expelled which were fun to talk about even if they would not work,1,Happy
Ron also started teaching Harry wizard chess,1,Happy
This was exactly like Muggle chess except that the figures were alive which made it a lot like directing troops in battle,3,Excite
Like everything else he owned it had once belonged to someone else in his family in this case his grandfather,4,Sad
However old chessmen were not a drawback at all,3,Excite
Ron knew them so well he never had trouble getting them to do what he wanted,2,Love
Harry played with chessmen Seamus Finnigan had lent him and they did not trust him at all,4,Sad
He was not a very good player you are and they kept shouting different bits of advice at him which was confusing,5,Anger
Do not send me there can not you see his knight? Send him we can afford to lose him,1,Happy
On Christmas Eve Harry went to bed looking forward to the next day for the food and the fun but not expecting any presents at all,1,Happy
When he woke early in the morning however the first thing he saw was a small pile of packages at the foot of his bed,3,Excite
Merry Christmas said Ron sleepily as Harry scrambled out of bed and pulled on his bathrobe,2,Love
You too said Harry,1,Happy
Will you look at this? I have got some presents,2,Love
What did you expect turnips? said Ron turning to his own pile which was a lot bigger than Harrys,1,Happy
It was wrapped in thick brown paper and scrawled across it was To Harry from Hagrid,2,Love
Inside was a roughly cut wooden flute,1,Happy
Hagrid had obviously whittled it himself,2,Love
Harry blew it it sounded a bit like an owl,1,Happy
We received your message and enclose your Christmas present,2,Love
From Uncle Vernon and Aunt Petunia,2,Love
That is friendly said Harry,2,Love
I think I know who that ones from said Ron turning a bit pink and pointing to a very lumpy parcel,2,Love
My mom,2,Love
I told her you did not expect any presents and oh no he groaned shes made you a Weasley sweater,4,Sad
Harry had torn open the parcel to find a thick hand-knitted sweater in emerald green and a large box of homemade fudge,2,Love
Every year she makes us a sweater said Ron unwrapping his own and mines always maroon,2,Love
That is really nice of her said Harry trying the fudge which was very tasty,2,Love
His next present also contained candy a large box of Chocolate Frogs from Hermione,2,Love
Harry picked it up and felt it,1,Happy
Something fluid and silvery gray went slithering to the floor where it lay in gleaming folds,3,Excite
Ron gasped,6,Fear
I have heard of those he said in a hushed voice dropping the box of Every Flavor Beans he had gotten from Hermione,3,Excite
If That is what I think it is they are really rare and really valuable,3,Excite
What is it?,0,Neutral
Harry picked the shining silvery cloth off the floor,0,Neutral
It was strange to the touch like water woven into material,0,Neutral
Its an invisibility cloak said Ron a look of awe on his face,3,Excite
Harry threw the cloak around his shoulders and Ron gave a yell,6,Fear
Harry looked down at his feet but they were gone,6,Fear
Sure enough his reflection looked back at him just his head suspended in midair his body completely invisible,1,Happy
He pulled the cloak over his head and his reflection vanished completely,1,Happy
A note fell out of it,0,Neutral
Harry pulled off the cloak and seized the letter,3,Excite
Written in narrow loopy writing he had never seen before were the following words,3,Excite
Your father left this in my possession before he died,2,Love
It is time it was returned to you,1,Happy
Use it well,2,Love
A Very Merry Christmas to you,2,Love
Harry stared at the note,6,Fear
Ron was admiring the cloak,2,Love
Anything,0,Neutral
Whats the matter?,0,Neutral
Who had sent the cloak? Had it really once belonged to his father?,6,Fear
Before he could say or think anything else the dormitory door was flung open and Fred and George Weasley bounded in,1,Happy
Harry stuffed the cloak quickly out of sight,6,Fear
Merry Christmas,2,Love
Hey look Harrys got a Weasley sweater too,2,Love
Fred and George were wearing blue sweaters one with a large yellow F on it the other a G,2,Love
Harrys is better than ours though said Fred holding up Harrys sweater,3,Excite
She obviously makes more of an effort if you are not family,4,Sad
Why are not you wearing yours Ron? George demanded,5,Anger
Come on get it on they are lovely and warm,2,Love
I hate maroon Ron moaned halfheartedly as he pulled it over his head,4,Sad
You have not got a letter on yours George observed,3,Excite
I suppose she thinks you do not forget your name,3,Excite
But were not stupid we know were called Gred and Forge,2,Love
Whats all this noise,5,Anger
Percy Weasley stuck his head through the door looking disapproving,5,Anger
He had clearly gotten halfway through unwrapping his presents as he too carried a lumpy sweater over his arm which Fred seized,2,Love
P for prefect Get it on Percy come on were all wearing ours even Harry got one,2,Love
I do not want said Percy thickly as the twins forced the sweater over his head knocking his glasses askew,5,Anger
And you are not sitting with the prefects today either said George,5,Anger
Christmas is a time for family,2,Love
They frog-marched Percy from the room his arms pinned to his side by his sweater,1,Happy
Harry had never in all his life had such a Christmas dinner,1,Happy
A hundred fat roast turkeys.,1,Happy
platters of chipolatas.,0,Neutral
tureens of buttered peas silver boats of thick rich gravy and cranberry sauce and stacks of wizard crackers every few feet along the table,0,Neutral
These fantastic party favors were nothing like the feeble Muggle ones the Dursleys usually bought with their little plastic toys and their flimsy paper hats inside,1,Happy
Harry pulled a wizard cracker with Fred and it did not just bang it went off with a blast like a cannon and engulfed them all in a cloud of blue smoke,1,Happy
while from the inside exploded a rear admirals hat and several live white mice,1,Happy
Up at the High Table Dumbledore had swapped his pointed wizards hat for a flowered bonnet and was chuckling merrily at a joke Professor Flitwick had just read him,2,Love
Flaming Christmas puddings followed the turkey,2,Love
Percy nearly broke his teeth on a silver sickle embedded in his slice,4,Sad
Harry watched Hagrid getting redder and redder in the face as he called for more wine,1,Happy
finally kissing Professor McGonagall on the cheek who to Harrys amazement giggled and blushed her top hat lopsided,2,Love
When Harry finally left the table he was laden down with a stack of things out of the crackers,2,Love
The white mice had disappeared and Harry had a nasty feeling they were going to end up as Mrs Norriss Christmas dinner,4,Sad
Harry and the Weasleys spent a happy afternoon having a snowball fight on the grounds,1,Happy
Then cold wet and gasping for breath they returned to the fire in the Gryffindor common room where Harry broke in his new chess set by losing spectacularly to Ron,4,Sad
He suspected he would not have lost so badly if Percy had not tried to help him so much,5,Anger
After a meal of turkey sandwiches crumpets trifle and Christmas cake everyone felt too full and sleepy to do much before bed except sit and watch Percy chase Fred and George all over Gryffindor tower because they had stolen his prefect badge,1,Happy
It had been Harrys best Christmas day ever,2,Love
Yet something had been nagging at the back of his mind all day,6,Fear
Not until he climbed into bed was he free to think about it the invisibility cloak and whoever had sent it,3,Excite
Ron full of turkey and cake and with nothing mysterious to bother him fell asleep almost as soon as he had drawn the curtains of his four-poster,1,Happy
Harry leaned over the side of his own bed and pulled the cloak out from under it,3,Excite
He let the material flow over his hands smoother than silk light as air,1,Happy
Use it well the note had said,0,Neutral
He had to try it now,0,Neutral
He slipped out of bed and wrapped the cloak around himself,0,Neutral
